,date,heading,link,image
219,"Monday, 28 February 2022",Priti Patel refuses to waive all visa rules for Ukraine refugees,https://www.theguardian.com/uk-news/2022/feb/28/boris-johnson-urged-by-tory-mps-to-do-more-for-ukraine-refugees,https://i.guim.co.uk/img/media/33139ba6dc124f5e2b744ce9349c5e5907e75d47/0_200_6000_3600/master/6000.jpg?width=300&quality=85&auto=format&fit=max&s=45a9baaf515c79e42e9065a036715054
220,"Monday, 28 February 2022",Discrimination and racism as people flee Ukraine shared on social media – video,https://www.theguardian.com/world/video/2022/feb/28/footage-shared-on-social-media-appears-to-show-discrimination-as-people-flee-ukraine-video,https://i.guim.co.uk/img/media/2a02cd5fc556159f189fef1825c116b2e66304a3/0_538_8062_4839/master/8062.jpg?width=300&quality=85&auto=format&fit=max&s=e8e8e00bbaf0253ee6762c6e7e1bd46f
221,"Monday, 28 February 2022",Defense and cybersecurity stocks climb amid Russia’s invasion of Ukraine,https://www.theguardian.com/business/2022/feb/28/defense-cybersecurity-stocks-russia-ukraine-eu,https://i.guim.co.uk/img/media/e571e380380ec0b5718db447d8c5f23b9549e665/0_0_3500_2101/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=b551535fec4851bd221125dc3a59f603
222,"Monday, 28 February 2022","Americans should not be concerned about potential nuclear war, Biden says – as it happened",https://www.theguardian.com/us-news/live/2022/feb/28/joe-biden-ukraine-russia-state-of-the-union-live-latest,https://i.guim.co.uk/img/media/01e35435c7c5507d250fbbaf6d3ba61c171e72c1/0_169_3546_2128/master/3546.jpg?width=300&quality=85&auto=format&fit=max&s=acae12a56e86b9ae9093e1fcf15f4652
223,"Monday, 28 February 2022",Inside Ukraine: life in a bunker as missiles fall on Kharkiv – video,https://www.theguardian.com/world/video/2022/feb/28/inside-ukraine-life-in-a-bunker-as-missiles-fall-on-kharkiv-video,
224,"Monday, 28 February 2022",Facebook takes down Ukraine disinformation network and bans Russian-backed media,https://www.theguardian.com/technology/2022/feb/28/facebook-takes-down-disinformation-network-targeting-ukraine-meta-instagram,
225,"Monday, 28 February 2022",ICC prosecutor to investigate possible war crimes in Ukraine,https://www.theguardian.com/world/2022/feb/28/ukraine-russia-belarus-war-crimes-investigation-the-hague,
226,"Monday, 28 February 2022",Under fire in Ukraine: ‘I just wanted to bake a birthday cake for my child’,https://www.theguardian.com/world/2022/feb/28/under-fire-in-ukraine-i-just-wanted-to-bake-a-birthday-cake-for-my-child,
227,"Monday, 28 February 2022",Vacant and vicious: Priti Patel’s tone-deaf problem with Ukraine refugees,https://www.theguardian.com/politics/2022/feb/28/vacant-and-vicious-priti-patels-tone-deaf-problem-with-ukraine-refugees,
228,"Monday, 28 February 2022",Vasylkiv: why this small Ukrainian town is now a big Russian target,https://www.theguardian.com/world/2022/feb/28/vasylkiv-why-this-small-ukrainian-town-is-now-a-big-russian-target,
229,"Monday, 28 February 2022",Russia launches multiple rocket attacks in Kharkiv and renews Kyiv assault,https://www.theguardian.com/world/2022/feb/28/russian-rocket-strikes-kill-dozens-in-kharkiv-as-ukraine-russia-talks-begin,
230,"Monday, 28 February 2022",Russian invasion is no time for UK ministers’ clumsy messaging,https://www.theguardian.com/politics/2022/feb/28/russian-invasion-is-no-time-for-uk-ministers-clumsy-messaging,
231,"Monday, 28 February 2022",Weapons from the west vital if Ukraine is to halt Russian advance,https://www.theguardian.com/world/2022/feb/28/weapons-from-the-west-vital-if-ukraine-is-to-halt-russian-advance,
232,"Monday, 28 February 2022",BP and Shell lead rush to exit Russia. There can be no going back,https://www.theguardian.com/business/nils-pratley-on-finance/2022/feb/28/bp-shell-russia-oil-political-business,
233,"Monday, 28 February 2022","Russian vessels to be banned from British ports, says Grant Shapps",https://www.theguardian.com/business/2022/feb/28/russia-oil-tanker-docked-in-wales-even-as-uk-moves-to-restrict-access-ukraine-sanctions,
234,"Monday, 28 February 2022",Foreign owners of UK properties to be identified in new register,https://www.theguardian.com/business/2022/feb/28/foreign-owners-of-uk-properties-to-be-identified-in-new-register,
235,"Monday, 28 February 2022",Many predicted Nato expansion would lead to war. Those warnings were ignored,https://www.theguardian.com/commentisfree/2022/feb/28/nato-expansion-war-russia-ukraine,
236,"Monday, 28 February 2022",Shell joins BP in selling Russian assets as pressure on Kremlin-linked firms grows,https://www.theguardian.com/world/2022/feb/28/shell-to-exit-joint-ventures-with-gazprom-and-pull-out-of-nord-stream-2,
237,"Monday, 28 February 2022",Ofcom opens 15 investigations into RT’s Ukraine war coverage,https://www.theguardian.com/world/2022/feb/28/ofcom-opens-15-investigations-into-rts-ukraine-war-coverage,
238,"Monday, 28 February 2022",The Guardian view on welcoming refugees from Ukraine: Britain must do more,https://www.theguardian.com/commentisfree/2022/feb/28/the-guardian-view-on-welcoming-refugees-from-ukraine-britain-must-do-more,
239,"Monday, 28 February 2022",‘It started with Polish mums’: Yorkshire comes together to help Ukraine,https://www.theguardian.com/uk-news/2022/feb/28/it-started-with-polish-mums-yorkshire-comes-together-to-help-ukraine,
240,"Monday, 28 February 2022",‘I left everything’: Tens of thousands of Ukrainians seek safety in neighbouring Poland,https://www.theguardian.com/world/2022/feb/28/i-left-everything-tens-of-thousands-of-ukrainians-seek-safety-in-neighbouring-poland,
241,"Monday, 28 February 2022","Airbnb to offer free housing to 100,000 Ukrainian refugees",https://www.theguardian.com/technology/2022/feb/28/airbnb-to-offer-free-housing-to-100000-ukrainian-refugees,
242,"Monday, 28 February 2022",Truss warns of ‘some economic hardship’ as she gives more detail of Russian sanctions – as it happened,https://www.theguardian.com/politics/live/2022/feb/28/uk-politics-live-ukraine-visa-rules-refugees-ben-wallace-tom-tugendhat-latest,
243,"Monday, 28 February 2022",‘The damage is done’: Russians face economic point of no return,https://www.theguardian.com/world/2022/feb/28/the-damage-is-done-russians-face-economic-point-of-no-return,
244,"Monday, 28 February 2022",‘It’s my duty to go’: the volunteers leaving the UK to help Ukraine,https://www.theguardian.com/world/2022/feb/28/its-my-duty-to-go-the-volunteers-leaving-the-uk-to-help-ukraine,
245,"Monday, 28 February 2022","A safe haven for Ukraine’s refugees, or Russia’s rich?",https://www.theguardian.com/world/2022/feb/28/a-safe-haven-for-ukraines-refugees-or-russias-rich,
246,"Monday, 28 February 2022",Russian central bank hikes rates and closes stock market as rouble crashes; oil and gas soar – as it happened,https://www.theguardian.com/business/live/2022/feb/28/oil-gold-prices-jump-russian-central-bank-hikes-rates-rouble-plummets-business-live,
247,"Monday, 28 February 2022",Nigeria condemns treatment of Africans trying to flee Ukraine,https://www.theguardian.com/world/2022/feb/28/nigeria-condemns-treatment-africans-trying-to-flee-ukraine-government-poland-discrimination,
248,"Monday, 28 February 2022",Germany’s ‘Putin-caressers’ start coming to terms with their naivety,https://www.theguardian.com/world/2022/feb/28/germanys-putin-caressers-start-coming-to-terms-with-their-naivety,
249,"Monday, 28 February 2022",Russia suspended from all Fifa and Uefa competitions until further notice,https://www.theguardian.com/football/2022/feb/28/fifa-and-uefa-suspend-russian-clubs-and-teams-from-world-cup-and-all-competitions,
250,"Monday, 28 February 2022",Moments of defiance: how Ukraine has stood up to Russia – video,https://www.theguardian.com/world/video/2022/feb/28/moments-of-defiance-how-ukraine-has-stood-up-to-russia-video,
251,"Monday, 28 February 2022",Russia’s central bank doubles interest rates and closes stock market as rouble plunges,https://www.theguardian.com/business/2022/feb/28/russia-central-bank-rates-rouble-sanctions-economy-ukraine,
252,"Monday, 28 February 2022",Switzerland adopts wholesale EU sanctions against Russia,https://www.theguardian.com/world/2022/feb/28/switzerland-adopts-wholesale-eu-sanctions-against-russia,
253,"Monday, 28 February 2022",Ukraine: Russian rockets strike buildings in Kharkiv – video,https://www.theguardian.com/world/video/2022/feb/28/ukraine-russian-rockets-strike-buildings-in-kharkiv-video,
254,"Monday, 28 February 2022",‘I’m scared I’ll die in this war’: Kharkiv teacher on life under Russian attack,https://www.theguardian.com/world/2022/feb/28/kharkiv-teacher-life-under-russia-attack-ukraine,
255,"Monday, 28 February 2022",Chernobyl: The Lost Tapes – stunning TV that is suddenly unmissable,https://www.theguardian.com/tv-and-radio/2022/feb/28/chernobyl-the-lost-tapes-stunning-tv-that-is-suddenly-unmissable,
256,"Monday, 28 February 2022",A family flees Kyiv,https://www.theguardian.com/australia-news/audio/2022/mar/01/a-family-flees-kyiv,
257,"Monday, 28 February 2022",Margaret Atwood joins writers condemning Russian invasion of Ukraine,https://www.theguardian.com/books/2022/feb/28/margaret-atwood-joins-writers-condemning-russian-invasion-of-ukraine,
258,"Monday, 28 February 2022","Belarus may be about to send its troops into Ukraine, US official says",https://www.theguardian.com/world/2022/feb/28/belarus-troops-ukraine-russia-invasion,
259,"Monday, 28 February 2022",Sanctions don’t work – serious diplomacy is the only way to stop Putin,https://www.theguardian.com/commentisfree/2022/feb/28/sanctions-dont-work-diplomacy-stop-putin-russia-ukraine,
260,"Monday, 28 February 2022",Ukraine conflict leads EU to rid itself of Russian sacred cows,https://www.theguardian.com/world/2022/feb/28/ukraine-conflict-leads-eu-to-rid-itself-of-russian-sacred-cows,
261,"Monday, 28 February 2022",Comparethemarket pulls meerkat ads from TV news after Ukraine invasion,https://www.theguardian.com/media/2022/feb/28/comparethemarket-meerkat-ads-tv-ukraine-russian-aleksandr-orlov,
262,"Monday, 28 February 2022",Johnson’s government has drastically misjudged the public mood over Ukrainian refugees,https://www.theguardian.com/commentisfree/2022/feb/28/johnson-government-mood-ukrainian-refugees-war,
263,"Monday, 28 February 2022","UK law firms aiding Russian oligarchs could face penalties, No 10 suggests",https://www.theguardian.com/world/2022/feb/28/uk-law-firms-aiding-russian-oligarchs-could-face-penalties-no-10-suggests,
264,"Monday, 28 February 2022",Ukrainians denied entry to UK despite being eligible for visa,https://www.theguardian.com/world/2022/feb/28/ukrainians-denied-entry-to-uk-despite-being-eligible-for-visa,
265,"Tuesday, 1 March 2022",Ukraine says Russia targeting civilians as missiles hit Kyiv TV tower,https://www.theguardian.com/world/2022/mar/01/ukraine-russia-civilians-missiles-kyiv-tv-tower,https://i.guim.co.uk/img/media/e43a6b8653878edd45b8d400d042ecbf1fd1e971/0_133_3500_2100/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=19841d36b76c8645e6be0fc08b0bfa82
266,"Tuesday, 1 March 2022",Ukrainian homes and streets wrecked in Kharkiv after shelling – video,https://www.theguardian.com/world/video/2022/mar/01/ukrainian-homes-and-streets-wrecked-in-kharkiv-after-shelling-video,https://i.guim.co.uk/img/media/43eaf24bd7318944e49b6bb502a8925423a2966e/0_212_3500_2100/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=85ed9dcd8fde562a811f693a525b777f
267,"Tuesday, 1 March 2022",Apple to pause product sales in Russia as tech firms feel pressure over Ukraine,https://www.theguardian.com/technology/2022/mar/01/apple-russia-ukraine-facebook,https://i.guim.co.uk/img/media/6b80f52885e97a3cde8c58792c4453a3d778bc85/0_150_5400_3241/master/5400.jpg?width=300&quality=85&auto=format&fit=max&s=87e03618540d4f6ef1bfd5c417ac5569
268,"Tuesday, 1 March 2022",US and 30 allied countries to release 60m barrels of oil amid price surge,https://www.theguardian.com/business/2022/mar/01/oil-reserve-release-barrels-price-surge-crisis,https://i.guim.co.uk/img/media/740a7701ec9c372a652f50746df028755c78d726/0_232_3500_2100/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=55bb7361e127bab9e2441d0b47ca808c
269,"Tuesday, 1 March 2022",Ben Jennings on Vladimir Putin’s angel and devil – cartoon,https://www.theguardian.com/commentisfree/picture/2022/mar/01/ben-jennings-on-vladimir-putins-angel-and-devil-cartoon,
270,"Tuesday, 1 March 2022",BBC stops all content licensing in Russia following Ukraine invasion,https://www.theguardian.com/uk-news/2022/mar/01/bbc-stops-all-content-licensing-in-russia-following-ukraine-invasion,
271,"Tuesday, 1 March 2022",Russian billionaire on EU sanctions list quits as Royal Academy trustee,https://www.theguardian.com/artanddesign/2022/mar/01/russian-billionaire-banker-petr-aven-royal-academy-trustee-eu-sanctions,
272,"Tuesday, 1 March 2022",Russian-backed RT channel to lose Sky TV slot in UK within 24 hours,https://www.theguardian.com/media/2022/mar/01/russian-backed-rt-channel-to-lose-sky-tv-slot-in-uk-within-24-hours,
273,"Tuesday, 1 March 2022",Unarmed Ukrainians try to push back Russian troops – video,https://www.theguardian.com/world/video/2022/mar/01/ukrainians-melitopol-kupyansk-chernihiv-try-to-push-back-russian-troops-video,
274,"Tuesday, 1 March 2022",UK announces first wave of sanctions against Belarus,https://www.theguardian.com/world/2022/mar/01/uk-announces-first-wave-of-sanctions-against-belarus,
275,"Tuesday, 1 March 2022",‘We don’t know how to survive here’: a cancer ward for Ukrainian children under siege,https://www.theguardian.com/world/2022/mar/01/cancer-ward-chernihiv-hospital-ukrainian-children-under-siege,
276,"Tuesday, 1 March 2022",Boris Johnson lets a sliver of cold truth cut down his parade,https://www.theguardian.com/politics/2022/mar/01/boris-johnson-lets-a-sliver-of-cold-truth-cut-down-his-parade,
277,"Tuesday, 1 March 2022",China signals willingness to mediate in Ukraine-Russia war,https://www.theguardian.com/world/2022/mar/01/china-mediate-ukraine-russia-war,
278,"Tuesday, 1 March 2022","Roman Abramovich hastily selling UK properties, MP claims",https://www.theguardian.com/world/2022/mar/01/roman-abramovich-hastily-selling-uk-properties-mp-claims,
279,"Tuesday, 1 March 2022",Russian talkshows dismiss ‘fake’ reports of military losses,https://www.theguardian.com/world/2022/mar/01/russian-talkshows-media-fake-reports-military-ukraine,
280,"Tuesday, 1 March 2022",‘It might be the last chance to get out’: citizens flee Kyiv as assault intensifies,https://www.theguardian.com/world/2022/mar/01/it-might-be-the-last-chance-to-get-out-citizens-flee-kyiv-as-assault-intensifies,
281,"Tuesday, 1 March 2022",UK firms rush to dump Russian assets amid efforts to isolate Moscow,https://www.theguardian.com/business/2022/mar/01/uk-private-pension-scheme-russia-uss,
282,"Tuesday, 1 March 2022",Questions raised over time-lag on UK moves to sanction oligarchs,https://www.theguardian.com/world/2022/mar/01/questions-raised-over-time-lag-on-uk-moves-to-sanction-oligarchs,
283,"Tuesday, 1 March 2022",The Guardian view on Vladimir Putin’s crimes: Ukraine’s growing tragedy,https://www.theguardian.com/commentisfree/2022/mar/01/the-guardian-view-on-vladimir-putins-crimes-ukraines-growing-tragedy,
284,"Tuesday, 1 March 2022",The Guardian view on Europe versus Putin: a strategic journey without maps,https://www.theguardian.com/commentisfree/2022/mar/01/the-guardian-view-on-europe-versus-putin-a-strategic-journey-without-maps,
285,"Tuesday, 1 March 2022",Tyson Fury promises to beat Dillian Whyte ‘for England and St George’,https://www.theguardian.com/sport/2022/mar/01/tyson-fury-promises-to-beat-dillian-whyte-for-england-and-st-george,
286,"Tuesday, 1 March 2022",Ukraine: what we know on day six of Russia’s invasion,https://www.theguardian.com/world/2022/mar/01/ukraine-what-we-know-day-six-russia-invasion,
287,"Tuesday, 1 March 2022",Huge armoured column nears Kyiv as ‘barbaric’ missile strikes continue,https://www.theguardian.com/world/2022/mar/01/fears-of-bloody-fight-for-kyiv-as-huge-russian-army-convoy-gathers-on-outskirts,
288,"Tuesday, 1 March 2022",Russia’s participation in Winter Paralympic Games on a knife edge,https://www.theguardian.com/sport/2022/mar/01/russias-participation-in-winter-paralympic-games-on-a-knife-edge,
289,"Tuesday, 1 March 2022",Boris Johnson warns Putin might try to ‘Grozny-fy’ Kyiv and destroy it – as it happened,https://www.theguardian.com/politics/live/2022/mar/01/uk-politics-live-dominic-raab-russia-war-crimes-warning-ukraine-invasion,
290,"Tuesday, 1 March 2022",The age of levity is over. The Russia-Ukraine war will shake politics into a new sobriety,https://www.theguardian.com/commentisfree/2022/mar/01/russia-ukraine-war-politics-europe-britain,
291,"Tuesday, 1 March 2022","Number of Ukrainians eligible to enter UK to double, say ministers",https://www.theguardian.com/world/2022/mar/01/uk-to-relax-visa-rules-for-extended-family-of-ukrainians-in-britain,
292,"Tuesday, 1 March 2022",Five people killed in Russian hit on Kyiv TV tower – video,https://www.theguardian.com/world/video/2022/mar/01/deadly-blasts-at-kyiv-tv-tower-disrupt-broadcasts-in-ukraine-video,
293,"Tuesday, 1 March 2022","Fund managers ditch Russian assets, global stocks slide, bitcoin rises after latest sanctions – as it happened",https://www.theguardian.com/business/live/2022/mar/01/mastercard-blocks-russian-firms-bitcoin-rises-russia-expected-turn-crypto-business-live,
294,"Tuesday, 1 March 2022",Could Russia shut down the internet in Ukraine?,https://www.theguardian.com/world/2022/mar/01/could-russia-shut-down-the-internet-in-ukraine,
295,"Tuesday, 1 March 2022",‘I couldn’t leave my son’: the Ukrainians going into the war zone,https://www.theguardian.com/global-development/2022/mar/01/this-platform-for-kyiv-the-polish-train-station-with-arrivals-and-departures-of-war,
296,"Tuesday, 1 March 2022",Vast Russian military convoy may be harbinger of a siege of Kyiv,https://www.theguardian.com/world/2022/mar/01/vast-russian-military-convoy-kyiv-siege-ukraine,
297,"Tuesday, 1 March 2022",Australian online anti-vaccine groups switch to Putin praise and Ukraine conspiracies,https://www.theguardian.com/australia-news/2022/mar/02/australias-anti-vaccine-groups-switch-focus-to-putin-praise-and-ukraine-conspiracies,
298,"Tuesday, 1 March 2022",'First in line': Tyson Fury vows to fight for Ukraine – video,https://www.theguardian.com/sport/video/2022/mar/01/tyson-fury-vows-to-fight-for-ukraine-whytevideo,
299,"Tuesday, 1 March 2022",British Gas owner follows BP and Shell in cutting Russia ties,https://www.theguardian.com/world/2022/mar/01/british-gas-owner-centrica-follows-bp-and-shell-in-cutting-russia-ties,
300,"Tuesday, 1 March 2022",Dozens of diplomats walk out during Russian foreign minister's UN speech  – video,https://www.theguardian.com/world/video/2022/mar/01/dozens-of-diplomats-walk-out-during-russian-foreign-ministers-un-speech-video,
301,"Tuesday, 1 March 2022",Ukrainian activist berates Boris Johnson over Russia response,https://www.theguardian.com/politics/2022/mar/01/ukrainian-activist-berates-boris-johnson-over-russia-response,
302,"Tuesday, 1 March 2022",Tory MP Adam Holloway rebuked by No 10 over Ukraine trip,https://www.theguardian.com/world/2022/mar/01/tory-gravesham-mp-adam-holloway-rebuked-by-downing-street-for-travelling-to-ukraine-russia-putin-invasion,
303,"Tuesday, 1 March 2022","Merseyside man travels 1,700 miles to be reunited with son and wife in Ukraine",https://www.theguardian.com/world/2022/mar/01/merseyside-man-travels-1300-miles-to-be-reunited-with-son-and-wife-in-ukraine,
304,"Tuesday, 1 March 2022",Why does Putin have superfans among the US right wing?,https://www.theguardian.com/commentisfree/2022/mar/01/why-does-putin-have-superfans-among-the-us-right-wing,
305,"Tuesday, 1 March 2022",UK welcomes Jaguar Land Rover decision to pause Russia exports,https://www.theguardian.com/business/2022/mar/01/uk-welcomes-jaguar-land-rover-decision-to-pause-russia-exports,
306,"Tuesday, 1 March 2022",Ukrainian president receives standing ovation after EU parliament speech – video,https://www.theguardian.com/world/video/2022/mar/01/ukrainian-president-zelenskiy-standing-ovation-eu-parliament-speech-video,
307,"Tuesday, 1 March 2022","Put Ukrainian refugees in oligarchs’ London houses, Lviv mayor says",https://www.theguardian.com/world/2022/mar/01/put-ukrainian-refugees-in-oligarchs-london-houses-lviv-mayor-says,
308,"Tuesday, 1 March 2022","I’m begging you, Hancock and the Home Front heroes: just sit this one out",https://www.theguardian.com/commentisfree/2022/mar/01/hancock-home-front-heroes-war,
309,"Tuesday, 1 March 2022",UK manufacturers face higher costs as Ukraine crisis hits supply chains,https://www.theguardian.com/business/2022/mar/01/uk-manufacturers-face-higher-costs-as-ukraine-crisis-hits-supply-chains,
310,"Tuesday, 1 March 2022",European Film Academy denounces Ukraine invasion after Sergei Loznitsa protest,https://www.theguardian.com/film/2022/mar/01/european-film-academy-ukraine-invasion-russia-putin-sergei-loznitsa-protest,
311,"Wednesday, 2 March 2022",John McDonnell and Diane Abbott pull out of Stop the War rally,https://www.theguardian.com/politics/2022/mar/02/john-mcdonnell-and-diane-abbott-pull-out-of-stop-the-war-rally,https://i.guim.co.uk/img/media/e871e27ee7f40447d034c3834f211e38598f5084/0_190_5338_3204/master/5338.jpg?width=300&quality=85&auto=format&fit=max&s=6becc09ee1b567b2a807017513fb929d
312,"Wednesday, 2 March 2022",Ron DeSantis suggests France would ‘fold’ if it was invaded by Russia,https://www.theguardian.com/us-news/2022/mar/02/ron-desantis-france-fold-invaded-by-russia,https://i.guim.co.uk/img/media/aac0c83a4ae59c31f771270abbeb54ab0c475ea4/0_50_4000_2400/master/4000.jpg?width=300&quality=85&auto=format&fit=max&s=5fae57905713192200c348629f87a8b4
313,"Wednesday, 2 March 2022",Russian blasts hit civilian areas: the videos analysed as war crime evidence,https://www.theguardian.com/world/video/2022/mar/02/russian-blasts-hit-civilian-areas-the-videos-analysed-as-war-evidence,https://i.guim.co.uk/img/media/ee43e82b9e4ad25a38530e52511b70d3d5909e79/102_0_3519_2112/master/3519.jpg?width=300&quality=85&auto=format&fit=max&s=cf93f992b4745ce494c41ead0668a872
314,"Wednesday, 2 March 2022",Ukraine facing humanitarian crisis amid relentless Russian missile attacks,https://www.theguardian.com/world/2022/mar/02/ukraine-cities-bombardment-russia-attack-kyiv-kharkiv-russian-war-invasion,https://i.guim.co.uk/img/media/62b065d5fbb438c0047daeb3863c2387a9997fb4/0_150_4822_2895/master/4822.jpg?width=300&quality=85&auto=format&fit=max&s=ac6fc60596004cc3059408c64feafc05
315,"Wednesday, 2 March 2022",Tory MP says Ben Wallace is defeatist in ruling out Ukraine no-fly zone,https://www.theguardian.com/politics/2022/mar/02/uk-defence-secretary-ukraine-russia-no-fly-zone-ben-wallace,
316,"Wednesday, 2 March 2022",Two UK-based Russian oligarchs have shares in $22bn conglomerate frozen,https://www.theguardian.com/uk-news/2022/mar/02/two-uk-based-russian-oligarchs-have-shares-in-22bn-conglomerate-frozen,
317,"Wednesday, 2 March 2022",Igor Shuvalov: the former Russian deputy PM with an £11m flat in Whitehall,https://www.theguardian.com/uk-news/2022/mar/02/keir-starmer-calls-uk-blacklist-russian-crony-igor-shuvalov,
318,"Wednesday, 2 March 2022",The new statesmanlike Boris quickly gives way to the old self-centred one at PMQs,https://www.theguardian.com/politics/2022/mar/02/the-new-statesmanlike-boris-quickly-gives-way-to-the-old-self-centred-one-at-pmqs,
319,"Wednesday, 2 March 2022",UK dockers vow not to unload tankers carrying Russian oil and gas,https://www.theguardian.com/world/2022/mar/02/pluto-tanker-oil-russia-uk-ban-loophole,
320,"Wednesday, 2 March 2022",What more could the west do about Russia’s invasion of Ukraine?,https://www.theguardian.com/world/2022/mar/02/what-more-could-the-west-do-about-russias-invasion-of-ukraine,
321,"Wednesday, 2 March 2022","If you want to hit Russian economy hard, aim for energy export",https://www.theguardian.com/world/nils-pratley-on-finance/2022/mar/02/if-you-want-to-hit-russian-economy-hard-aim-for-energy-export,
322,"Wednesday, 2 March 2022",Ukraine police officer’s entire family ‘killed while fleeing Russian invasion’,https://www.theguardian.com/world/2022/mar/02/ukraine-police-officers-entire-family-killed-while-fleeing-russian-invasion,
323,"Wednesday, 2 March 2022",Martin Rowson on Putin and Lukashenko amid the ruins of Ukraine – cartoon,https://www.theguardian.com/commentisfree/picture/2022/mar/02/martin-rowson-on-putin-and-lukashenko-amid-the-ruins-of-ukraine-cartoon,
324,"Wednesday, 2 March 2022",The Guardian view on Ukraine’s desperation: escaping Putin’s cruelty,https://www.theguardian.com/commentisfree/2022/mar/02/the-guardian-view-on-ukraines-refugees,
325,"Wednesday, 2 March 2022",Biden bids to talk up ailing agenda after State of the Union draws mixed reviews,https://www.theguardian.com/us-news/2022/mar/02/joe-biden-state-of-the-union-russia-putin,
326,"Wednesday, 2 March 2022",The Guardian view on Russian dissent: a slide to totalitarianism,https://www.theguardian.com/commentisfree/2022/mar/02/the-guardian-view-on-russian-dissent-a-slide-to-totalitarianism,
327,"Wednesday, 2 March 2022",Sanctions and boycotts: how the west has responded to the invasion of Ukraine,https://www.theguardian.com/world/2022/mar/02/sanctions-boycotts-west-response-russian-invasion-ukraine,
328,"Wednesday, 2 March 2022",Netflix to pause all projects and acquisitions in Russia,https://www.theguardian.com/culture/2022/mar/02/netflix-russia-pause-all-projects-acquisitions,
329,"Wednesday, 2 March 2022",Ukraine president asks Jewish people around world to speak against Russia,https://www.theguardian.com/world/2022/mar/02/ukraine-president-asks-jewish-people-around-world-to-speak-against-russia,
330,"Wednesday, 2 March 2022",Recessions tend to follow oil price surges – will this time be different?,https://www.theguardian.com/business/2022/mar/02/recessions-oil-price-surges,
331,"Wednesday, 2 March 2022",UN votes to condemn Russia’s invasion of Ukraine and calls for withdrawal,https://www.theguardian.com/world/2022/mar/02/united-nations-russia-ukraine-vote,
332,"Wednesday, 2 March 2022",Israel tries to balance backing for Ukrainians and not offending Russia,https://www.theguardian.com/world/2022/mar/02/israel-tries-to-balance-backing-for-ukrainians-and-not-offending-russia,
333,"Wednesday, 2 March 2022",Ukraine ambassador calls on UN to condemn Russian invasion  – video,https://www.theguardian.com/world/video/2022/mar/02/ukraine-ambassador-calls-on-un-deplore-russian-invasion-video,
334,"Wednesday, 2 March 2022",Boris Johnson says he will publish ‘full list of all those associated with the Putin regime’ – UK politics as it happened,https://www.theguardian.com/politics/live/2022/mar/02/russian-invaders-trying-to-switch-tactics-says-uk-defence-secretary-uk-politics-live,
335,"Wednesday, 2 March 2022",English councils seek to end contracts with Russian-owned gas firm,https://www.theguardian.com/business/2022/mar/02/english-councils-seek-to-end-contracts-with-russian-owned-gas-firm,
336,"Wednesday, 2 March 2022",How the west’s foreign policy of self-interest crumbled,https://www.theguardian.com/world/2022/mar/02/how-the-wests-foreign-policy-of-self-interest-crumbled,
337,"Wednesday, 2 March 2022",Russian economy could shrink by 7% as result of Ukraine sanctions,https://www.theguardian.com/world/2022/mar/02/russia-economy-could-shrink-by-7-per-cent-as-result-of-ukraine-sanctions-war-recession-covid,
338,"Wednesday, 2 March 2022",Worldwide fashion industry urged to show support for Ukraine,https://www.theguardian.com/world/2022/mar/02/worldwide-fashion-industry-urged-to-show-support-for-ukraine,
339,"Wednesday, 2 March 2022",Oil price jumps to nearly $114; natural gas prices reach record highs – as it happened,https://www.theguardian.com/business/live/2022/mar/02/oil-price-blasts-111-opec-meeting-sberbank-european-arm-closed-business-live,
340,"Wednesday, 2 March 2022",EU carbon permit prices crash after Russian invasion of Ukraine,https://www.theguardian.com/environment/2022/mar/02/eu-carbon-permit-prices-crash-after-russian-invasion-of-ukraine,
341,"Wednesday, 2 March 2022",People of colour fleeing Ukraine attacked by Polish nationalists,https://www.theguardian.com/global-development/2022/mar/02/people-of-colour-fleeing-ukraine-attacked-by-polish-nationalists,
342,"Wednesday, 2 March 2022","Ukrainian boy, five, arrives in Ireland for leukaemia treatment",https://www.theguardian.com/world/2022/mar/02/ukrainian-boy-five-arrives-in-ireland-for-leukaemia-treatment,
343,"Wednesday, 2 March 2022","‘There’s no other choice,’ says 35-year-old Ukrainian volunteer joining fight against Russia – video",https://www.theguardian.com/world/video/2022/mar/02/35-year-old-ukrainian-volunteer-joining-fight-against-russia-video,
344,"Wednesday, 2 March 2022",Ukrainian lorry drivers stuck in UK inundated with support,https://www.theguardian.com/world/2022/mar/02/ukrainian-lorry-drivers-stuck-in-uk-inundated-with-support,
345,"Wednesday, 2 March 2022",Australian Christian Lobby criticises Scott Morrison for saying Ukrainians at ‘top of pile’ for visas,https://www.theguardian.com/australia-news/2022/mar/03/australian-christian-lobby-criticises-scott-morrison-for-saying-ukrainians-at-top-of-pile-for-visas,
346,"Wednesday, 2 March 2022",We must confront Russian propaganda – even when it comes from those we respect,https://www.theguardian.com/commentisfree/2022/mar/02/russian-propaganda-anti-imperialist-left-vladimir-putin,
